county,series_id,accuracy,recession_lead_time,committee_lead_time,last_sahm_value,current_unemployment_rate
Holt County,NEHOLT9URN,11,0,77,0.26666666666666616,2.2
Hooker County,NEHOOK1URN,12,-3,110,0.5666666666666655,3.3
Howard County,NEHOWA3URN,15,-5,104,0.5333333333333332,2.6
Jefferson County,NEJEFF5URN,9,-3,77,0.7999999999999994,3.6
Johnson County,NEJOHN7URN,9,-8,102,0.9333333333333322,4.5
Kearney County,NEKEAR9URN,24,-3,121,0.5333333333333341,2.7
Keith County,NEKEIT1URN,16,5,77,0.19999999999999973,2.5
Keya Paha County,NEKEYA3URN,10,0,77,0.5666666666666664,4.1
Kimball County,NEKIMB5URN,17,-9,102,0.5,2.5
Knox County,NEKNOX7URN,11,3,112,0.3666666666666658,2.6
Lancaster County,NELANC9URN,19,-5,106,0.3999999999999999,2.9
Lincoln County,NELINC1URN,13,-6,102,0.4666666666666668,2.9
Logan County,NELOGA3URN,12,-1,98,0,2.3
Loup County,NELOUP5URN,7,3,89,0.29999999999999893,4.7
Madison County,NEMADI9URN,11,-3,92,0.7333333333333338,3.6
McPherson County,NEMCPH7URN,22,-1,129,0.7666666666666653,4.7
Merrick County,NEMERR1URN,14,0,100,0.2666666666666666,2.3
Morrill County,NEMORR3URN,13,-1,102,0.3666666666666658,2.7
Nance County,NENANC5URN,11,2,92,0.03333333333333277,2
Nemaha County,NENEMA7URN,15,3,101,0.6333333333333329,3.6
Nuckolls County,NENUCK9URN,9,-3,92,0.1999999999999993,2.5
Otoe County,NEOTOE1URN,9,-1,92,0.4999999999999991,3.3
Pawnee County,NEPAWN3URN,8,-3,75,0.33333333333333304,3.4
Perkins County,NEPERK5URN,9,-4,77,0.10000000000000009,2.1
Phelps County,NEPHEL7URN,18,-1,90,0.16666666666666652,2.3
Pierce County,NEPIER9URN,11,1,77,0.33333333333333304,2.6
Platte County,NEPLAT1URN,19,-10,102,0.6333333333333324,2.8
Polk County,NEPOLK3URN,9,-5,86,0.33333333333333304,2.4
Red Willow County,NEREDW5URN,7,-3,77,0.3666666666666667,2.6
Richardson County,NERICH7URN,14,-4,112,0.19999999999999973,3
Rock County,NEROCK9URN,12,3,77,0,2.1
Saline County,NESALI1URN,15,0,141,0.9666666666666668,3.4
Sarpy County,NESARP5URN,24,-8,90,0.30000000000000027,2.8
Saunders County,NESAUN5URN,15,-4,82,0.2666666666666666,2.3
Scotts Bluff County,NESCOT7URN,13,0,77,0.7333333333333334,3.9
Seward County,NESEWA9URN,14,-10,112,0.5666666666666669,2.6
Sheridan County,NESHER1URN,8,2,92,0.40000000000000036,2.6
Sherman County,NESHER3URN,8,-1,40,0.5666666666666673,2.9
Sioux County,NESIOU5URN,17,0,101,0.5666666666666673,2.4
Stanton County,NESTAN7URN,8,-2,61,0.666666666666667,3.4
Thayer County,NETHAY9URN,12,-1,77,0.2333333333333334,2.5
Thomas County,NETHOM1URN,11,1,107,1.0000000000000004,5
Thurston County,NETHUR3URN,16,-1,132,1.2333333333333325,3.8
Valley County,NEVALL5URN,9,-3,77,0.766666666666667,2.4
Washington County,NEWASH7URN,11,-1,77,0.43333333333333357,2.8
Wayne County,NEWAYN9URN,15,-6,121,1.6666666666666674,4.8
Webster County,NEWEBS1URN,12,-11,100,0.0999999999999992,2.6
Wheeler County,NEWHEE3URN,11,-3,111,4.440892098500626e-16,2.7
York County,NEYORK5URN,10,-4,77,0.4666666666666668,2.9
Carson City,NVCARS0URN,17,8,92,0.10000000000000053,4.4
Churchill County,NVCHUR1URN,16,2,92,0.2333333333333334,4.7
Clark County,NVCLAR3URN,44,20,77,0.3333333333333339,6
Douglas County,NVDOUG5URN,20,6,107,0.16666666666666607,4.6
Elko County,NVELKO7URN,15,1,92,0.16666666666666696,4.1
Esmeralda County,NVESME9URN,17,9,148,0,7.1
Eureka County,NVEURE1URN,10,8,99,0.40000000000000036,5.9
Humboldt County,NVHUMB3URN,20,9,92,0.1999999999999993,4.1
Lander County,NVLAND5URN,15,3,107,0.2666666666666675,5.2
Lincoln County,NVLINC7URN,13,2,92,0.0333333333333341,4.9
Lyon County,NVLYON9URN,12,2,107,0.06666666666666732,4.9
Mineral County,NVMINE1URN,23,0,100,2.2333333333333307,10.5
Nye County,NVNYEC3URN,13,-6,77,0.36666666666666625,7.3
Pershing County,NVPERS7URN,10,4,107,0,4.1
Storey County,NVSTOR9URN,14,4,107,0.43333333333333357,6.1
Washoe County,NVWASH7URN,9,-3,92,0.13333333333333375,4.5
White Pine County,NVWHIT3URN,15,6,92,0.033333333333333215,3.9
Belknap County,NHBELK1URN,15,1,91,0.4333333333333331,2.8
Carroll County,NHCARR3URN,14,1,71,0.33333333333333437,2.5
Cheshire County,NHCHES5URN,16,-6,112,0.3999999999999999,3.2
Coos County,NHCOOS7URN,13,2,107,0.3999999999999999,2.9
Grafton County,NHGRAF0URN,19,-4,77,0.36666666666666714,2.8
Hillsborough County,NHHILL5URN,17,-3,92,0.46666666666666723,3.4
Merrimack County,NHMERR5URN,14,-1,92,0.3333333333333335,2.7
Rockingham County,NHROCK5URN,19,-7,112,0.5333333333333337,3.4
Strafford County,NHSTRA0URN,17,-7,102,0.39999999999999947,2.9
Sullivan County,NHSULL9URN,14,-1,77,0.19999999999999973,2.7
Atlantic County,NJATLA2URN,15,3,123,0.8666666666666671,6.4
Bergen County,NJBERG5URN,25,3,121,0.8333333333333326,4.7
Burlington County,NJBURL0URN,14,-3,121,0.8333333333333344,5.3
Camden County,NJCAMD7URN,18,3,131,1.0000000000000009,6.2
Cape May County,NJCAPE1URN,16,10,100,1.4333333333333336,6.5
Cumberland County,NJCUMB2URN,10,0,55,1.1333333333333355,8.6
Essex County,NJESSE3URN,17,5,107,1.1000000000000005,6.9
Gloucester County,NJGLOU5URN,17,3,131,0.9333333333333336,5.6
Hudson County,NJHUDS7URN,29,4,131,0.7000000000000002,5
Hunterdon County,NJHUNT0URN,20,2,121,0.8666666666666667,4.5
Mercer County,NJMERC1URN,17,-4,121,1.0666666666666682,5.7
Middlesex County,NJMIDD2URN,21,2,131,1.0999999999999996,5.8
Monmouth County,NJMONM3URN,18,4,121,0.7999999999999985,5
Morris County,NJMORR5URN,23,0,110,0.8666666666666658,4.7
Ocean County,NJOCEA5URN,16,-1,121,0.9000000000000004,5.5
Passaic County,NJPASS1URN,15,6,107,0.9333333333333336,6.4
Salem County,NJSALE5URN,16,2,86,1.0333333333333332,7.3
Somerset County,NJSOME0URN,21,-2,107,0.933333333333334,4.9
Sussex County,NJSUSS0URN,14,6,107,0.8000000000000003,5.1
Union County,NJUNIO9URN,18,4,121,0.9999999999999991,6
Warren County,NJWARR5URN,11,1,107,1.0666666666666669,5.4
Bernalillo County,NMBERN1URN,17,-5,121,0.833333333333333,4.8
Catron County,NMCATR3URN,14,7,123,1,6.6
Chaves County,NMCHAV5URN,18,0,96,1.1000000000000005,5.4
Cibola County,NMCIBO6URN,13,-2,136,1.0666666666666664,6.7
Colfax County,NMCOLF7URN,21,-2,98,0.3000000000000007,4.9
Curry County,NMCURR9URN,13,-5,123,0.8999999999999999,4.3
Eddy County,NMEDDY5URN,15,-14,106,0.8333333333333335,4.1
Grant County,NMGRAN7URN,13,-1,153,0.8333333333333339,4.9
Guadalupe County,NMGUAD9URN,15,-6,102,0.5,4.7
Harding County,NMHARD1URN,13,-3,178,0.6666666666666665,4.3
Hidalgo County,NMHIDA3URN,10,7,0,1.533333333333334,7.3
Lea County,NMLEAC0URN,21,-6,121,0.8666666666666667,4.3
Lincoln County,NMLINC7URN,14,2,107,0.8666666666666676,5.4
Los Alamos County,NMLOSA8URN,8,-5,38,0.46666666666666634,2.3
Luna County,NMLUNA9URN,17,9,138,3.2666666666666657,12
McKinley County,NMMCKI5URN,14,-1,101,1.5,7.2
Mora County,NMMORA3URN,15,6,123,0.7999999999999972,7.1
Otero County,NMOTER5URN,16,-5,121,1.0999999999999996,5.6
Quay County,NMQUAY7URN,16,-3,112,1.066666666666666,5.3
Rio Arriba County,NMRIOA9URN,13,1,92,0.766666666666667,5
Roosevelt County,NMROOS1URN,14,-5,133,1.2000000000000002,5.1
San Juan County,NMSANJ0URN,18,-1,136,1.166666666666666,6
San Miguel County,NMSANM7URN,14,0,90,0.9333333333333327,5.6
Sandoval County,NMSAND3URN,15,1,111,0.9333333333333331,5.2
Santa Fe County,NMSANT5URN,11,-6,77,0.766666666666667,4.5
Sierra County,NMSIER1URN,14,-5,121,1.0666666666666655,6.6
Socorro County,NMSOCO3URN,17,-2,114,1.2333333333333325,6.1
Taos County,NMTAOS5URN,17,-1,152,0.8333333333333339,5.4
Torrance County,NMTORR7URN,12,-8,136,1,6.5
Union County,NMUNIO9URN,11,-5,143,0.7333333333333338,4.4
Valencia County,NMVALE0URN,15,-2,101,1.0333333333333332,5.6
Albany County,NYALBA1URN,17,3,60,0.26666666666666705,3.5
Allegany County,NYALLE2URN,14,0,121,0.49999999999999956,4.6
Bronx County,NYBRON5URN,26,-11,106,0.666666666666667,7.6
Broome County,NYBROO7URN,15,-2,121,0.2999999999999998,4.2
Cattaraugus County,NYCATT0URN,13,4,123,0.23333333333333384,4.2
Cayuga County,NYCAYU5URN,16,-2,110,0.16666666666666652,3.7
Chautauqua County,NYCHAU5URN,17,0,121,0.20000000000000062,4.2
Chemung County,NYCHEM2URN,18,-3,110,0.16666666666666696,3.7
Chenango County,NYCHEN7URN,16,-1,110,0.16666666666666696,3.5
Clinton County,NYCLIN0URN,12,2,107,0.4333333333333331,4.2
Columbia County,NYCOLU5URN,15,7,80,0.16666666666666696,3.2
Cortland County,NYCORT3URN,16,-2,100,0.23333333333333295,4.2
Delaware County,NYDELA5URN,12,3,107,0.43333333333333357,4.3
Dutchess County,NYDUTC7URN,27,1,100,0.23333333333333295,3.4
Erie County,NYERIE9URN,17,-3,110,0.2666666666666666,4
Essex County,NYESSE1URN,13,6,90,0.06666666666666732,3
Franklin County,NYFRAN3URN,13,5,90,0.399999999999999,4.1
Fulton County,NYFULT0URN,13,3,107,0.16666666666666652,3.9
Genesee County,NYGENE5URN,17,-3,90,0.10000000000000009,3.1
Greene County,NYGREE9URN,14,3,107,0.16666666666666696,3.7
Hamilton County,NYHAMI1URN,14,9,100,0.36666666666666714,3.3
Herkimer County,NYHERK0URN,14,4,90,0.06666666666666687,3.8
Jefferson County,NYJEFF0URN,19,7,120,0.09999999999999964,4.1
Kings County,NYKING7URN,33,-14,106,0.43333333333333357,5.8
Lewis County,NYLEWI9URN,13,5,123,0.10000000000000009,3.5
Livingston County,NYLIVI0URN,14,3,107,0.16666666666666696,3.6
Madison County,NYMADI5URN,14,2,107,0.19999999999999973,3.7
Monroe County,NYMONR5URN,23,2,110,0.30000000000000027,3.9
Montgomery County,NYMONT0URN,16,9,107,0.2333333333333334,4.1
Nassau County,NYNASS9URN,26,-3,90,0.30000000000000027,3.5
New York County,NYNEWY1URN,33,-2,98,0.39999999999999947,5.2
Niagara County,NYNIAG3URN,12,4,123,0.20000000000000062,4.2
Oneida County,NYONEI5URN,13,3,107,0.2666666666666666,4
Onondaga County,NYONON7URN,21,-5,100,0.23333333333333295,3.6
Ontario County,NYONTA5URN,16,-2,100,0.13333333333333375,3.3
Orange County,NYORAN1URN,23,0,100,0.2999999999999998,4
Orleans County,NYORLE3URN,16,0,121,0.2333333333333325,3.9
Oswego County,NYOSWE5URN,14,3,107,0.19999999999999973,4.1
Otsego County,NYOTSE0URN,12,3,107,0.26666666666666616,4.2
Putnam County,NYPUTN0URN,21,-6,100,0.19999999999999973,3.1
Queens County,NYQUEE1URN,31,-4,91,0.3999999999999999,5.1
Rensselaer County,NYRENS0URN,18,0,80,0.23333333333333295,3.5
Richmond County,NYRICH5URN,27,-10,106,0.5666666666666673,5.3
Rockland County,NYROCK5URN,25,-1,90,0.2999999999999998,3.4
Saratoga County,NYSARA0URN,13,-1,69,0.20000000000000018,3
Schenectady County,NYSCHE5URN,18,4,92,0.26666666666666705,3.8
Schoharie County,NYSCHO5URN,10,2,107,0.16666666666666696,3.7
Schuyler County,NYSCHU7URN,15,5,123,0,3.4
Seneca County,NYSENE9URN,13,4,90,0.10000000000000009,3.4
St. Lawrence County,NYSTLA5URN,12,4,107,0.566666666666666,5.1
Steuben County,NYSTEU5URN,15,4,107,0.19999999999999973,3.8
Suffolk County,NYSUFF0URN,18,2,110,0.26666666666666705,3.6
Sullivan County,NYSULL5URN,14,3,80,0.16666666666666652,3.4
Tioga County,NYTIOG7URN,16,-1,121,0.16666666666666696,3.4
Tompkins County,NYTOMP0URN,16,-7,106,0.33333333333333304,3.6
Ulster County,NYULST0URN,15,2,100,0.26666666666666616,3.7
Warren County,NYWARR5URN,17,0,100,0,3.1
Washington County,NYWASH5URN,17,-3,100,0.03333333333333366,3.1
Wayne County,NYWAYN0URN,14,3,107,0.09999999999999964,3.3
Westchester County,NYWEST9URN,24,-2,90,0.2666666666666666,3.4
Wyoming County,NYWYOM1URN,18,-1,100,4.440892098500626e-16,3.2
Yates County,NYYATE3URN,16,-3,100,0.1333333333333342,3.1
Alamance County,NCALAM1URN,14,-11,112,0.6000000000000001,4
Alexander County,NCALEX3URN,15,-12,112,0.19999999999999973,3.6
Alleghany County,NCALLE5URN,12,0,107,0.3333333333333326,3.6
Anson County,NCANSO7URN,18,-10,112,0.33333333333333215,4.5
Ashe County,NCASHE9URN,12,1,92,0.26666666666666705,3.1
Avery County,NCAVER1URN,11,0,107,0.4999999999999991,3.6
Beaufort County,NCBEAU3URN,14,-4,77,0.23333333333333384,3.6
Bertie County,NCBERT5URN,10,-2,92,0.3000000000000007,5.1
Bladen County,NCBLAD7URN,14,4,77,0.4666666666666668,5.5
Brunswick County,NCBRUN9URN,15,-6,100,0.40000000000000036,4.1
Buncombe County,NCBUNC1URN,15,-6,77,1.3666666666666676,4.1
Burke County,NCBURK0URN,19,6,77,0.3000000000000007,3.8
Cabarrus County,NCCABA5URN,33,-12,92,0.33333333333333304,3.5
Caldwell County,NCCALD0URN,14,-14,92,0.40000000000000036,3.7
Camden County,NCCAMD9URN,14,-3,60,0.4333333333333331,3
Carteret County,NCCART1URN,12,-1,92,0.26666666666666616,3.3
Caswell County,NCCASW3URN,20,-4,102,0.4333333333333327,3.6
Catawba County,NCCATA5URN,14,-11,112,0.2999999999999998,3.6
Chatham County,NCCHAT7URN,19,-15,112,0.39999999999999947,3.3
Cherokee County,NCCHER9URN,15,2,77,0.3999999999999999,3.9
Chowan County,NCCHOW1URN,10,-4,77,0.20000000000000062,3.3
Clay County,NCCLAY3URN,17,-14,82,0.4999999999999991,3.5
Cleveland County,NCCLEV0URN,20,3,77,0.46666666666666545,4.3
Columbus County,NCCOLU0URN,21,7,120,0.3999999999999999,4.3
Craven County,NCCRAV5URN,20,3,77,0.2999999999999994,3.8
Cumberland County,NCCUMB2URN,13,-4,84,0.6000000000000005,4.9
Currituck County,NCCURR3URN,13,3,69,0.2666666666666666,2.7
Dare County,NCDARE5URN,18,1,100,0.3000000000000007,3.1
Davidson County,NCDAVI4URN,25,-21,102,0.36666666666666625,3.8
Davie County,NCDAVI9URN,14,-12,83,0.33333333333333304,3.4
Duplin County,NCDUPL1URN,21,0,77,0.3000000000000007,3.6
Durham County,NCDURH8URN,36,-15,84,0.4666666666666668,3.5
Edgecombe County,NCEDGE5URN,18,7,77,0.8333333333333321,5.8
Forsyth County,NCFORS5URN,20,5,77,0.49999999999999956,4
Franklin County,NCFRAN9URN,20,6,77,0.3333333333333339,3.4
Gaston County,NCGAST0URN,13,-6,77,0.3333333333333339,3.8
Gates County,NCGATE3URN,11,3,61,0.39999999999999947,3.7
Graham County,NCGRAH5URN,11,4,107,0.03333333333333455,3.2
Granville County,NCGRAN7URN,20,3,77,0.40000000000000036,3.7
Greene County,NCGREE9URN,17,3,62,0.36666666666666714,3.6
Guilford County,NCGUIL1URN,19,-3,123,0.5999999999999988,4.6
Halifax County,NCHALI0URN,17,7,107,0.6000000000000005,5.7
Harnett County,NCHARN0URN,14,1,77,0.5,4.1
Haywood County,NCHAYW7URN,15,1,77,0.4333333333333318,3.4
Henderson County,NCHEND0URN,20,-15,112,0.3000000000000007,3.1
Hertford County,NCHERT1URN,10,2,61,0.5333333333333341,4.7
Hoke County,NCHOKE3URN,17,-14,103,0.5333333333333332,4.6
Hyde County,NCHYDE5URN,15,9,43,0.39999999999999947,4.2
Iredell County,NCIRED5URN,21,7,77,0.3666666666666667,3.5
Jackson County,NCJACK9URN,10,-3,77,0.3333333333333339,3.7
Johnston County,NCJOHN0URN,19,-9,62,0.3333333333333335,3.2
Jones County,NCJONE3URN,17,3,62,0.5333333333333337,4.2
Lee County,NCLEEC5URN,18,-11,123,0.3333333333333335,3.8
Lenoir County,NCLENO0URN,25,-2,62,0.4333333333333331,4.1
Lincoln County,NCLINC9URN,16,5,77,0.20000000000000062,3.2
Macon County,NCMACO3URN,13,2,92,0.3666666666666676,3.4
Madison County,NCMADI5URN,12,-3,77,1.2666666666666653,4.1
Martin County,NCMART7URN,17,-6,112,0.3333333333333335,4.2
McDowell County,NCMCDO1URN,17,0,77,0.6333333333333337,4.2
Mecklenburg County,NCMECK9URN,33,5,77,0.43333333333333357,3.9
Mitchell County,NCMITC1URN,15,1,92,1.1999999999999993,4.1
Montgomery County,NCMONT3URN,15,-8,62,0.3999999999999999,4.1
Moore County,NCMOOR0URN,17,0,77,0.3333333333333335,3.5
Nash County,NCNASH5URN,19,8,77,0.666666666666667,5.1
New Hanover County,NCNEWH9URN,25,-5,111,0.5000000000000009,3.5
Northampton County,NCNORT1URN,13,7,92,0.5999999999999996,5.3
Onslow County,NCONSL5URN,16,3,77,0.3666666666666667,3.9
Orange County,NCORAN2URN,20,-6,94,0.4666666666666668,3.5
Pamlico County,NCPAML7URN,13,-3,77,0.36666666666666625,3.8
Pasquotank County,NCPASQ9URN,13,2,77,0.4666666666666659,4
Pender County,NCPEND1URN,20,3,77,0.4999999999999991,3.5
Perquimans County,NCPERQ3URN,10,-3,77,0.23333333333333384,3.5
Person County,NCPERS5URN,17,-9,77,0.39999999999999947,3.5
Pitt County,NCPITT7URN,17,2,123,0.5333333333333332,4.3
Polk County,NCPOLK9URN,31,-25,110,0.2999999999999994,3.4
Randolph County,NCRAND1URN,16,-5,77,0.4333333333333327,3.7
Richmond County,NCRICH3URN,14,3,77,0.36666666666666625,4.4
Robeson County,NCROBE7URN,20,5,77,0.5999999999999996,5.6
Rockingham County,NCROCK0URN,25,3,123,0.6333333333333333,4.2
Rowan County,NCROWA5URN,18,-16,102,0.3666666666666658,3.6
Rutherford County,NCRUTH5URN,16,-6,123,0.5333333333333314,5
Sampson County,NCSAMP3URN,17,-1,77,0.4333333333333331,4.3
Scotland County,NCSCOT5URN,12,-10,102,0.633333333333332,5.7
Stanly County,NCSTAN7URN,28,-3,112,0.26666666666666705,3.1
Stokes County,NCSTOK9URN,14,-4,77,0.4666666666666668,3.7
Surry County,NCSURR0URN,13,3,77,0.30000000000000027,3.4
Swain County,NCSWAI3URN,12,5,67,0.16666666666666607,3.3
Transylvania County,NCTRAN5URN,14,-4,77,0.13333333333333375,3.3
Tyrrell County,NCTYRR7URN,15,6,80,0.8333333333333317,4.2
Union County,NCUNIO5URN,21,-6,77,0.2999999999999998,3.3
Vance County,NCVANC1URN,14,4,77,0.5999999999999996,4.7
Wake County,NCWAKE3URN,43,-35,112,0.3000000000000007,3.2
Warren County,NCWARR5URN,15,3,77,0.33333333333333215,4.9
Washington County,NCWASH7URN,11,-1,107,0.8333333333333339,4.9
Watauga County,NCWATA9URN,8,-2,77,0.20000000000000062,3.7
Wayne County,NCWAYN1URN,25,0,123,0.3333333333333335,3.8
Wilkes County,NCWILK5URN,14,-6,77,0.46666666666666723,4.1
Wilson County,NCWILS0URN,18,4,77,0.7000000000000002,5.6
Yadkin County,NCYADK7URN,22,-18,102,0.40000000000000036,3.2
Yancey County,NCYANC9URN,16,9,92,0.8666666666666676,3.9
Adams County,NDADAM1URN,14,2,123,0.1333333333333333,1.9
Barnes County,NDBARN3URN,11,1,92,1.533333333333333,3.7
Benson County,NDBENS5URN,10,3,107,0.9666666666666668,3.1
Billings County,NDBILL7URN,16,-4,132,6.661338147750939e-16,1.7
Bottineau County,NDBOTT9URN,13,2,107,0.36666666666666625,2.4
Bowman County,NDBOWM1URN,13,4,107,0.2666666666666666,1.7
Burke County,NDBURK3URN,12,2,107,0.13333333333333353,1.9
Burleigh County,NDBURL5URN,12,2,107,0.43333333333333246,2.5
Cass County,NDCASS7URN,11,-1,102,0.4333333333333329,2.3
Cavalier County,NDCAVA9URN,13,2,107,0.5333333333333341,2.7
Dickey County,NDDICK1URN,17,-8,102,1.0666666666666662,4.5
Divide County,NDDIVI3URN,18,-1,62,0,1.8
Dunn County,NDDUNN5URN,16,-1,77,0.2666666666666675,2.3
Eddy County,NDEDDY7URN,13,4,107,0.2000000000000004,2.1
Emmons County,NDEMMO9URN,13,5,90,0.8666666666666671,3.3
Foster County,NDFOST1URN,11,2,107,0.3333333333333326,1.8
Golden Valley County,NDGOLD3URN,11,3,61,0.7666666666666668,2.3
Grand Forks County,NDGRAN5URN,10,-3,156,0.43333333333333357,2.1
Grant County,NDGRAN7URN,13,4,107,0.6000000000000005,2.2
Griggs County,NDGRIG9URN,13,3,104,0.19999999999999996,2
Hettinger County,NDHETT1URN,16,8,107,0.1333333333333333,2
Kidder County,NDKIDD3URN,13,4,123,0.5333333333333337,2.9
LaMoure County,NDLAMO5URN,14,-4,112,0.6666666666666674,2.9
Logan County,NDLOGA7URN,11,-4,110,0.8666666666666667,2.3
McHenry County,NDMCHE9URN,10,0,107,0.7666666666666657,2.6
McIntosh County,NDMCIN1URN,14,-3,107,0.5333333333333339,2.1
McKenzie County,NDMCKE3URN,18,-3,110,0.0999999999999992,2.2
McLean County,NDMCLE5URN,13,4,107,0.2333333333333334,2.4
Mercer County,NDMERC7URN,15,6,121,0.2333333333333334,2.6
Morton County,NDMORT9URN,11,3,107,0.40000000000000013,2.5
Mountrail County,NDMOUN1URN,20,-5,100,0.399999999999999,2.4
Nelson County,NDNELS3URN,12,4,107,0.40000000000000013,2.3
Oliver County,NDOLIV5URN,11,4,123,0.40000000000000124,3
Pembina County,NDPEMB7URN,13,3,107,0.6333333333333342,3.2
Pierce County,NDPIER9URN,12,4,107,0.2666666666666657,2.4
Ramsey County,NDRAMS1URN,12,2,107,0.3333333333333326,2.1
Ransom County,NDRANS3URN,15,-4,122,3.000000000000001,10.3
Renville County,NDRENV5URN,10,2,107,0.5333333333333334,2.1
Richland County,NDRICH7URN,12,1,92,0.8333333333333339,3.5
Rolette County,NDROLE9URN,13,5,123,3.366666666666665,8.1
Sargent County,NDSARG1URN,13,-8,102,4.6,16.5
Sheridan County,NDSHER3URN,14,7,102,0.8999999999999995,3.1
Sioux County,NDSIOU5URN,13,-8,92,0.7333333333333334,3.5
Slope County,NDSLOP7URN,10,2,62,0.2333333333333334,2.4
Stark County,NDSTAR9URN,15,2,107,0.2666666666666677,2.2
Steele County,NDSTEE1URN,11,-2,77,0.8000000000000016,2.4
Stutsman County,NDSTUT3URN,12,2,107,0.3999999999999999,2.2
Towner County,NDTOWN5URN,14,2,94,1.1666666666666667,3
Traill County,NDTRAI7URN,13,-3,132,0.8000000000000005,2.8
Walsh County,NDWALS9URN,13,2,107,0.7333333333333334,2.9
Ward County,NDWARD0URN,11,2,107,0.3000000000000005,2.2
Wells County,NDWELL3URN,13,5,107,0.1333333333333333,1.9
Williams County,NDWILL5URN,14,0,92,0.26666666666666616,2.4
Adams County,OHADAM1URN,13,3,107,0.9333333333333327,6.6
Allen County,OHALLE0URN,18,8,107,0.9333333333333327,5.7
Ashland County,OHASHL5URN,10,2,107,0.6333333333333342,5
Ashtabula County,OHASHT1URN,13,3,107,1.8666666666666676,5.6
Athens County,OHATHE5URN,16,-1,129,1.5999999999999996,7.2
Auglaize County,OHAUGL1URN,17,-5,132,0.8666666666666676,4.6
Belmont County,OHBELM0URN,7,-3,55,1.0999999999999979,6
Brown County,OHBROW5URN,16,-2,89,0.8666666666666671,5.8
Butler County,OHBUTL2URN,25,-11,136,1.0666666666666664,5.6
Carroll County,OHCARR9URN,18,-2,100,0.7999999999999998,5.3
Champaign County,OHCHAM1URN,7,0,55,0.933333333333334,5.2
Clark County,OHCLAR5URN,14,-8,129,0.9333333333333345,5.9
Clermont County,OHCLER0URN,15,-2,120,0.9999999999999996,5.3
Clinton County,OHCLIN7URN,17,-5,100,0.8333333333333344,5
Columbiana County,OHCOLU9URN,15,2,107,0.9333333333333309,5.6
Coshocton County,OHCOSH1URN,12,3,123,1.1999999999999966,6.3
Crawford County,OHCRAW0URN,11,-2,131,1.0000000000000009,6.4
Cuyahoga County,OHCUYA5URN,10,0,92,1.8999999999999995,5.4
Darke County,OHDARK0URN,16,-2,110,0.8666666666666658,4.9
Defiance County,OHDEFI9URN,12,2,107,0.899999999999999,5.3
Delaware County,OHDELA5URN,18,-17,114,0.7333333333333334,4.5
Erie County,OHERIE5URN,15,-2,100,0.8666666666666654,5.5
Fairfield County,OHFAIR0URN,22,-11,121,0.8333333333333335,5
Fayette County,OHFAYE7URN,15,-5,100,1.299999999999999,5.9
Franklin County,OHFRAN0URN,42,-18,114,0.8666666666666663,5.2
Fulton County,OHFULT1URN,12,3,107,0.6333333333333329,5.4
Gallia County,OHGALL3URN,12,-4,122,1.1333333333333337,6.8
Geauga County,OHGEAU5URN,13,1,107,1.533333333333334,4.4
Greene County,OHGREE5URN,16,-14,113,1.0333333333333337,5.3
Guernsey County,OHGUER9URN,14,4,123,1.0000000000000009,6.3
Hamilton County,OHHAMI1URN,19,-19,106,1.0333333333333323,5.5
Hancock County,OHHANC5URN,19,-9,136,0.8666666666666654,5.4
Hardin County,OHHARD5URN,12,-2,104,1.1333333333333337,6.1
Harrison County,OHHARR7URN,11,0,40,1.466666666666666,6.2
Henry County,OHHENR9URN,13,2,107,0.9333333333333336,5.5
Highland County,OHHIGH1URN,15,2,107,1.2666666666666675,5.9
Hocking County,OHHOCK3URN,10,2,107,0.43333333333333357,5
Holmes County,OHHOLM5URN,12,-8,80,0.5666666666666664,3.8
Huron County,OHHURO5URN,6,0,90,0.8666666666666663,6.2
Jackson County,OHJACK9URN,16,-1,89,1.6333333333333329,8.3
Jefferson County,OHJEFF0URN,14,2,80,0.7333333333333334,6.6
Knox County,OHKNOX3URN,12,6,92,1.0000000000000009,5.2
Lake County,OHLAKE2URN,10,1,107,1.6666666666666665,4.7
Lawrence County,OHLAWR5URN,16,1,132,1.1999999999999993,6.4
Licking County,OHLICK0URN,18,-3,89,0.9666666666666668,5.1
Logan County,OHLOGA1URN,12,4,80,0.8999999999999999,5
Lorain County,OHLORA3URN,11,2,107,1.8666666666666667,5.4
Lucas County,OHLUCA5URN,14,-2,110,0.4666666666666659,7.4
Madison County,OHMADI7URN,23,-11,129,0.8666666666666663,4.7
Mahoning County,OHMAHO9URN,13,2,107,0.9999999999999991,6
Marion County,OHMARI0URN,17,-1,110,0.9666666666666668,5.7
Medina County,OHMEDI0URN,13,0,92,1.533333333333334,4.3
Meigs County,OHMEIG5URN,13,-2,110,1.2333333333333307,8.1
Mercer County,OHMERC7URN,15,0,92,0.7333333333333338,3.9
Miami County,OHMIAM5URN,17,-2,120,0.9333333333333327,5
Monroe County,OHMONR1URN,13,0,40,0.8666666666666645,7
Montgomery County,OHMONT3URN,21,2,101,1.0000000000000009,5.9
Morgan County,OHMORG5URN,12,1,55,1.1333333333333346,6.1
Morrow County,OHMORR7URN,13,2,107,0.8666666666666667,5
Muskingum County,OHMUSK0URN,10,3,107,0.8666666666666663,5.6
Noble County,OHNOBL1URN,12,0,40,1.366666666666668,7.4
