County,SeriesId
Robertson County,TXROBE5URN
Rockwall County,TXROCK7URN
Runnels County,TXRUNN9URN
Rusk County,TXRUSK1URN
Sabine County,TXSABI3URN
San Augustine County,TXSANA5URN
San Jacinto County,TXSANJ7URN
San Patricio County,TXSANP5URN
San Saba County,TXSANS1URN
Schleicher County,TXSCHL3URN
Scurry County,TXSCUR5URN
Shackelford County,TXSHAC7URN
Shelby County,TXSHEL9URN
Sherman County,TXSHER1URN
Smith County,TXSMIT3URN
Somervell County,TXSOME5URN
Starr County,TXSTAR7URN
Stephens County,TXSTEP9URN
Sterling County,TXSTER1URN
Stonewall County,TXSTON3URN
Sutton County,TXSUTT5URN
Swisher County,TXSWIS7URN
Tarrant County,TXTARR9URN
Taylor County,TXTAYL1URN
Terrell County,TXTERR3URN
Terry County,TXTERR5URN
Throckmorton County,TXTHRO7URN
Titus County,TXTITU9URN
Tom Green County,TXTOMG1URN
Travis County,TXTRAV3URN
Trinity County,TXTRIN5URN
Tyler County,TXTYLE7URN
Upshur County,TXUPSH9URN
Upton County,TXUPTO1URN
Uvalde County,TXUVAL3URN
Val Verde County,TXVALV5URN
Van Zandt County,TXVANZ7URN
Victoria County,TXVICT0URN
Walker County,TXWALK1URN
Waller County,TXWALL3URN
Ward County,TXWARD5URN
Washington County,TXWASH7URN
Webb County,TXWEBB7URN
Wharton County,TXWHAR1URN
Wheeler County,TXWHEE3URN
Wichita County,TXWICH5URN
Wilbarger County,TXWILB7URN
Willacy County,TXWILL9URN
Williamson County,TXWILL5URN
Wilson County,TXWILS3URN
Winkler County,TXWINK5URN
Wise County,TXWISE7URN
Wood County,TXWOOD9URN
Yoakum County,TXYOAK1URN
Young County,TXYOUN3URN
Zapata County,TXZAPA5URN
Zavala County,TXZAVA7URN
St. Croix Island,
St. John Island,
St. Thomas Island,
Beaver County,UTBEAV1URN
Box Elder County,UTBOXE3URN
Cache County,UTCACH0URN
Carbon County,UTCARB7URN
Daggett County,UTDAGG9URN
Davis County,UTDAVI0URN
Duchesne County,UTDUCH3URN
Emery County,UTEMER5URN
Garfield County,UTGARF7URN
Grand County,UTGRAN9URN
Iron County,UTIRON1URN
Juab County,UTJUAB3URN
Kane County,UTKANE5URN
Millard County,UTMILL7URN
Morgan County,UTMORG9URN
Piute County,UTPIUT1URN
Rich County,UTRICH3URN
Salt Lake County,UTSALT5URN
San Juan County,UTSANJ7URN
Sanpete County,UTSANP9URN
Sevier County,UTSEVI1URN
Summit County,UTSUMM3URN
Tooele County,UTTOOE5URN
Uintah County,UTUINT7URN
Utah County,UTUTAH9URN
Wasatch County,UTWASA1URN
Washington County,UTWASH3URN
Wayne County,UTWAYN5URN
Weber County,UTWEBE7URN
Addison County,VTADDI1URN
Bennington County,VTBENN3URN
Caledonia County,VTCALE5URN
Chittenden County,VTCHIT0URN
Essex County,VTESSE9URN
Franklin County,VTFRAN1URN
Grand Isle County,VTGRAN3URN
Lamoille County,VTLAMO5URN
Orange County,VTORAN7URN
Orleans County,VTORLE9URN
Rutland County,VTRUTL0URN
Washington County,VTWASH0URN
Windham County,VTWIND5URN
Windsor County,VTWIND0URN
Accomack County,VAACCO1URN
Albemarle County,VAALBE7URN
Alexandria city,VAALEX5URN
Alleghany County,VAALLE5URN
Amelia County,VAAMEL7URN
Amherst County,VAAMHE9URN
Appomattox County,VAAPPO1URN
Arlington County,VAARLI0URN
Augusta County,VAAUGU0URN
Bath County,VABATH7URN
Bedford County,VABEDF9URN
Bland County,VABLAN1URN
Botetourt County,VABOTE3URN
Bristol city,VABRIS0URN
Brunswick County,VABRUN5URN
Buchanan County,VABUCH7URN
Buckingham County,VABUCK9URN
Buena Vista city,VABUEN0URN
Campbell County,VACAMP0URN
Caroline County,VACARO3URN
Carroll County,VACARR5URN
Charles City County,VACHAR6URN
Charlotte County,VACHAR7URN
Charlottesville city,VACHAR0URN
Chesapeake city,VACHES7URN
Chesterfield County,VACHES5URN
Clarke County,VACLAR3URN
Colonial Heights city,VACOLO0URN
Covington city,VACOVI0URN
Craig County,VACRAI5URN
Culpeper County,VACULP7URN
Cumberland County,VACUMB9URN
Danville city,VADANV0URN
Dickenson County,VADICK1URN
Dinwiddie County,VADINW3URN
Emporia city,VAEMPO5URN
Essex County,VAESSE7URN
Fairfax city,VAFAIR0URN
Fairfax County,VAFAIR5URN
Falls Church city,VAFALL0URN
Fauquier County,VAFAUQ1URN
Floyd County,VAFLOY3URN
Fluvanna County,VAFLUV5URN
Franklin city,VAFRAN0URN
Franklin County,VAFRAN7URN
Frederick County,VAFRED9URN
Fredericksburg city,VAFRED0URN
Galax city,VAGALA0URN
Giles County,VAGILE1URN
Gloucester County,VAGLOU3URN
Goochland County,VAGOOC5URN
Grayson County,VAGRAY7URN
Greene County,VAGREE9URN
Greensville County,VAGREE1URN
Halifax County,VAHALI3URN
Hampton city,VAHAMP0URN
Hanover County,VAHANO6URN
Harrisonburg city,VAHARR0URN
Henrico County,VAHENR0URN
Henry County,VAHENR5URN
Highland County,VAHIGH1URN
Hopewell city,VAHOPE0URN
Isle of Wight County,VAISLE3URN
James City County,VAJAME5URN
King and Queen County,VAKING7URN
King George County,VAKING9URN
King William County,VAKING1URN
Lancaster County,VALANC3URN
Lee County,VALEEC5URN
Lexington city,VALEXI8URN
Loudoun County,VALOUD5URN
Louisa County,VALOUI9URN
Lunenburg County,VALUNE1URN
Lynchburg city,VALYNC5URN
Madison County,VAMADI3URN
Manassas city,VAMANA3URN
Manassas Park city,VAMANA5URN
Martinsville city,VAMART0URN
Mathews County,VAMATH5URN
Mecklenburg County,VAMECK7URN
Middlesex County,VAMIDD9URN
Montgomery County,VAMONT0URN
Nelson County,VANELS5URN
New Kent County,VANEWK7URN
Newport News city,VANEWP5URN
Norfolk city,VANORF5URN
Northampton County,VANORT1URN
Northumberland County,VANORT3URN
Norton city,VANORT0URN
Nottoway County,VANOTT5URN
Orange County,VAORAN7URN
Page County,VAPAGE9URN
Patrick County,VAPATR1URN
Petersburg city,VAPETE0URN
Pittsylvania County,VAPITT0URN
Poquoson city,VAPOQU5URN
Portsmouth city,VAPORT0URN
Powhatan County,VAPOWH5URN
Prince Edward County,VAPRIN7URN
Prince George County,VAPRIN9URN
Prince William County,VAPRIN3URN
Pulaski County,VAPULA5URN
Radford city,VARADF0URN
Rappahannock County,VARAPP7URN
Richmond city,VARICH0URN
Richmond County,VARICH9URN
Roanoke city,VAROAN0URN
Roanoke County,VAROAN5URN
Rockbridge County,VAROCK3URN
Rockingham County,VAROCK5URN
Russell County,VARUSS7URN
Salem city,VASALE5URN
Scott County,VASCOT9URN
Shenandoah County,VASHEN1URN
Smyth County,VASMYT3URN
Southampton County,VASOUT5URN
Spotsylvania County,VASPOT7URN
Stafford County,VASTAF9URN
Staunton city,VASTAU0URN
Suffolk city,VASUFF0URN
Surry County,VASURR1URN
Sussex County,VASUSS3URN
Tazewell County,VATAZE8URN
Virginia Beach city,VAVIRG5URN
Warren County,VAWARR7URN
Washington County,VAWASH1URN
Waynesboro city,VAWAYN0URN
Westmoreland County,VAWEST3URN
Williamsburg city,VAWILL0URN
Winchester city,VAWINC0URN
Wise County,VAWISE5URN
Wythe County,VAWYTH7URN
York County,VAYORK9URN
Adams County,WAADAM1URN
Asotin County,WAASOT3URN
Benton County,WABENT0URN
Chelan County,WACHEL7URN
Clallam County,WACLAL0URN
Clark County,WACLAR1URN
Columbia County,WACOLU3URN
Cowlitz County,WACOWL5URN
Douglas County,WADOUG7URN
Ferry County,WAFERR9URN
Franklin County,WAFRAN1URN
Garfield County,WAGARF3URN
Grant County,WAGRAN5URN
Grays Harbor County,WAGRAY0URN
Island County,WAISLA9URN
Jefferson County,WAJEFF1URN
King County,WAKING5URN
Kitsap County,WAKITS0URN
Kittitas County,WAKITT7URN
Klickitat County,WAKLIC9URN
Lewis County,WALEWI5URN
Lincoln County,WALINC3URN
Mason County,WAMASO5URN
Okanogan County,WAOKAN7URN
Pacific County,WAPACI9URN
Pend Oreille County,WAPEND1URN
Pierce County,WAPIER6URN
San Juan County,WASANJ5URN
Skagit County,WASKAG5URN
Skamania County,WASKAM9URN
Snohomish County,WASNOH0URN
Spokane County,WASPOK2URN
Stevens County,WASTEV5URN
Thurston County,WATHUR8URN
Wahkiakum County,WAWAHK9URN
Walla Walla County,WAWALL1URN
Whatcom County,WAWHAT5URN
Whitman County,WAWHIT5URN
Yakima County,WAYAKI7URN
Barbour County,WVBARB1URN
Berkeley County,WVBERK3URN
Boone County,WVBOON5URN
Braxton County,WVBRAX7URN
Brooke County,WVBROO9URN
Cabell County,WVCABE1URN
Calhoun County,WVCALH3URN
Clay County,WVCLAY5URN
Doddridge County,WVDODD7URN
Fayette County,WVFAYE5URN
Gilmer County,WVGILM1URN
Grant County,WVGRAN3URN
Greenbrier County,WVGREE5URN
Hampshire County,WVHAMP7URN
Hancock County,WVHANC9URN
Hardy County,WVHARD1URN
Harrison County,WVHARR5URN
Jackson County,WVJACK5URN
Jefferson County,WVJEFF7URN
Kanawha County,WVKANA9URN
Lewis County,WVLEWI1URN
Lincoln County,WVLINC3URN
Logan County,WVLOGA0URN
Marion County,WVMARI0URN
Marshall County,WVMARS1URN
Mason County,WVMASO3URN
McDowell County,WVMCDO5URN
Mercer County,WVMERC0URN
Mineral County,WVMINE7URN
Mingo County,WVMING9URN
Monongalia County,WVMONO5URN
Monroe County,WVMONR3URN
Morgan County,WVMORG5URN
Nicholas County,WVNICH7URN
Ohio County,WVOHIO0URN
Pendleton County,WVPEND1URN
Pleasants County,WVPLEA3URN
Pocahontas County,WVPOCA5URN
Preston County,WVPRES7URN
Putnam County,WVPUTN9URN
Raleigh County,WVRALE5URN
Randolph County,WVRAND3URN
Ritchie County,WVRITC5URN
Roane County,WVROAN7URN
Summers County,WVSUMM9URN
Taylor County,WVTAYL1URN
Tucker County,WVTUCK3URN
Tyler County,WVTYLE5URN
Upshur County,WVUPSH7URN
Wayne County,WVWAYN9URN
Webster County,WVWEBS1URN
Wetzel County,WVWETZ3URN
Wirt County,WVWIRT5URN
Wood County,WVWOOD0URN
Wyoming County,WVWYOM9URN
Adams County,WIADAM1URN
Ashland County,WIASHL3URN
Barron County,WIBARR5URN
Bayfield County,WIBAYF7URN
Brown County,WIBROW9URN
Buffalo County,WIBUFF1URN
Burnett County,WIBURN3URN
Calumet County,WICALU5URN
Chippewa County,WICHIP7URN
Clark County,WICLAR9URN
Columbia County,WICOLU1URN
Crawford County,WICRAW3URN
Dane County,WIDANE5URN
Dodge County,WIDODG5URN
Door County,WIDOOR9URN
Douglas County,WIDOUG1URN
Dunn County,WIDUNN3URN
Eau Claire County,WIEAUC5URN
Florence County,WIFLOR7URN
Fond du Lac County,WIFOND0URN
Forest County,WIFORE1URN
Grant County,WIGRAN0URN
Green County,WIGREE5URN
Green Lake County,WIGREE7URN
Iowa County,WIIOWA9URN
Iron County,WIIRON1URN
Jackson County,WIJACK3URN
Jefferson County,WIJEFF0URN
Juneau County,WIJUNE7URN
Kenosha County,WIKENO9URN
Kewaunee County,WIKEWA1URN
La Crosse County,WILACR3URN
Lafayette County,WILAFA5URN
Langlade County,WILANG7URN
Lincoln County,WILINC9URN
Manitowoc County,WIMANI5URN
Marathon County,WIMARA0URN
Marinette County,WIMARI5URN
Marquette County,WIMARQ7URN
Menominee County,WIMENO8URN
Milwaukee County,WIMILW5URN
Monroe County,WIMONR1URN
Oconto County,WIOCON3URN
Oneida County,WIONEI5URN
Outagamie County,WIOUTA5URN
Ozaukee County,WIOZAU6URN
Pepin County,WIPEPI1URN
Pierce County,WIPIER3URN
Polk County,WIPOLK5URN
Portage County,WIPORT0URN
Price County,WIPRIC9URN
Racine County,WIRACI1URN
Richland County,WIRICH3URN
Rock County,WIROCK0URN
Rusk County,WIRUSK7URN
Sauk County,WISAUK1URN
Sawyer County,WISAWY3URN
Shawano County,WISHAW5URN
Sheboygan County,WISHEB5URN
St. Croix County,WISTCR9URN
Taylor County,WITAYL9URN
Trempealeau County,WITREM1URN
Vernon County,WIVERN3URN
Vilas County,WIVILA5URN
Walworth County,WIWALW0URN
Washburn County,WIWASH9URN
Washington County,WIWASH7URN
Waukesha County,WIWAUK3URN
Waupaca County,WIWAUP5URN
Waushara County,WIWAUS7URN
Winnebago County,WIWINN9URN
Wood County,WIWOOD0URN
Albany County,WYALBA1URN
Big Horn County,WYBIGH3URN
Campbell County,WYCAMP5URN
Carbon County,WYCARB7URN
Converse County,WYCONV9URN
Crook County,WYCROO1URN
Fremont County,WYFREM3URN
Goshen County,WYGOSH5URN
Hot Springs County,WYHOTS7URN
Johnson County,WYJOHN9URN
Laramie County,WYLARA0URN
Lincoln County,WYLINC3URN
Natrona County,WYNATR5URN
Niobrara County,WYNIOB7URN
Park County,WYPARK9URN
Platte County,WYPLAT1URN
Sheridan County,WYSHER3URN
Sublette County,WYSUBL5URN
Sweetwater County,WYSWEE7URN
Teton County,WYTETO9URN
Uinta County,WYUINT1URN
Washakie County,WYWASH3URN
Weston County,WYWEST5URN
